contig_ID	coverage	taxid	domain	phylum	class	order	family	genus	species
c_5501_S5_1	24.3016	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_2	16.9122	2609279	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5501_S5_3	19.2835	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_4	16.2396	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_5	294.3765	1454001	Bacteria	Proteobacteria	Betaproteobacteria	NA	NA	Candidatus Accumulibacter	Candidatus Accumulibacter sp. SK-12
c_5501_S5_6	25.1730	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_7	13.9508	273677	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium oleivorans
c_5501_S5_8	93.6693	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_9	18.6355	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_10	463.6292	1773	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis
c_5501_S5_11	73.0968	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_12	18.9481	1871070	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	NA	Oxalobacteraceae bacterium
c_5501_S5_13	194.8271	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_14	30.0169	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_15	122.0782	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_16	287.1812	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_17	26.5642	13687	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA
c_5501_S5_18	11.5683	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_19	68.8353	1224	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
c_5501_S5_20	18.1964	1871070	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	NA	Oxalobacteraceae bacterium
c_5501_S5_21	16.6229	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_22	22.8997	80840	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	NA	NA
c_5501_S5_23	25.2386	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_24	12.7657	41297	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA
c_5501_S5_25	20.8075	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_26	12.7321	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_27	25.4488	273677	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium oleivorans
c_5501_S5_28	127.3852	149698	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5501_S5_29	18.5910	1344552	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum	NA
c_5501_S5_30	22.0539	41297	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA
c_5501_S5_31	22.6958	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_32	37.9473	1736272	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. Leaf139
c_5501_S5_33	21.0325	1873462	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	NA	Microbacteriaceae bacterium
c_5501_S5_34	21.8966	2320863	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	Herbaspirillum sp. K1R23-30
c_5501_S5_35	219.9921	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_36	140.7622	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_37	27.4033	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_38	17.5299	13687	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA
c_5501_S5_39	359.5896	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_40	24.0990	370959	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas mucosissima
c_5501_S5_41	177.7673	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_42	164.4146	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_43	17.4783	2653152	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. 9I
c_5501_S5_44	364.3452	1224	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
c_5501_S5_45	67.9271	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_46	24.0778	106589	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	NA
c_5501_S5_47	19.1861	196159	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA
c_5501_S5_48	16.1092	80840	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	NA	NA
c_5501_S5_49	20.2901	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_50	12.0797	119060	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	NA	NA
c_5501_S5_51	12.6431	1926873	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	NA	Xanthomonadaceae bacterium
c_5501_S5_52	70.5263	1882437	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp.
c_5501_S5_53	19.6517	2079199	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. Mn16-1_5
c_5501_S5_54	33.6190	13687	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA
c_5501_S5_55	13.4891	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_56	11.3020	41297	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA
c_5501_S5_57	266.1029	149698	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5501_S5_58	25.9611	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_59	90.9733	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_60	19.1252	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_61	20.3297	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_62	21.7107	106589	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	NA
c_5501_S5_63	99.7217	2172652	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter sp. 774
c_5501_S5_64	234.9870	149698	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5501_S5_65	17.2965	106589	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	NA
c_5501_S5_66	29.8070	945844	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia oculi
c_5501_S5_67	140.5934	2172652	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter sp. 774
c_5501_S5_68	56.2566	1454000	Bacteria	Proteobacteria	Betaproteobacteria	NA	NA	Candidatus Accumulibacter	Candidatus Accumulibacter sp. SK-11
c_5501_S5_69	11.1248	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_70	186.2511	286638	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia alkalitolerans
c_5501_S5_71	21.3095	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_72	16.0677	13687	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA
c_5501_S5_73	214.2504	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_74	26.1824	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_75	11.6226	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_76	19.4808	2609279	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5501_S5_77	14.7217	273677	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium oleivorans
c_5501_S5_78	89.5661	2172652	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter sp. 774
c_5501_S5_79	49.0201	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_80	31.5694	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_81	64.5433	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_82	73.0372	1465823	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum	Noviherbaspirillum massiliense
c_5501_S5_83	14.3592	1850347	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium guangzhouense
c_5501_S5_84	84.8896	72274	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	NA	NA	NA
c_5501_S5_85	112.0394	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_86	106.1228	2172652	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter sp. 774
c_5501_S5_87	172.1850	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_88	127.7291	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_89	15.9417	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_90	23.0399	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_91	11.5576	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_92	17.4130	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_93	53.0604	149698	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5501_S5_94	16.6375	106589	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	NA
c_5501_S5_95	22.3184	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_96	21.3225	2653152	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. 9I
c_5501_S5_97	20.7949	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_98	150.4302	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_99	60.4801	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_100	20.5640	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_101	202.1215	149698	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5501_S5_102	9.1973	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_103	18.9669	13687	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA
c_5501_S5_104	24.7815	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_105	20.6894	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_106	190.5285	2725995	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. ML15P13
c_5501_S5_107	127.4218	149698	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5501_S5_108	29.5151	13687	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA
c_5501_S5_109	39.4288	1224	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
c_5501_S5_110	12.1375	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_111	30.1611	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_112	208.6391	149698	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5501_S5_113	22.2584	149698	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5501_S5_114	27.7341	13687	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA
c_5501_S5_115	115.8209	75	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	NA
c_5501_S5_116	19.0747	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_117	70.0199	41297	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA
c_5501_S5_118	112.6167	2172652	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter sp. 774
c_5501_S5_119	20.4482	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_120	207.5402	149698	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5501_S5_121	100.3161	149698	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5501_S5_122	205.4752	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_123	12.2024	963	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	NA
c_5501_S5_124	139.4374	1502852	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. LC238
c_5501_S5_125	17.6973	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_126	19.8178	1871070	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	NA	Oxalobacteraceae bacterium
c_5501_S5_127	460.2887	12916	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	NA
c_5501_S5_128	225.2354	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_129	27.0653	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_130	64.1468	149698	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5501_S5_131	140.7284	75	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	NA
c_5501_S5_132	26.7985	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_133	213.3480	2609279	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5501_S5_134	103.9567	75	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	NA
c_5501_S5_135	18.7232	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_136	20.4522	13687	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA
c_5501_S5_137	8.1149	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_138	26.8207	273677	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium oleivorans
c_5501_S5_139	106.7052	2172652	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter sp. 774
c_5501_S5_140	217.5833	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_141	87.2770	287	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
c_5501_S5_142	28.8773	13687	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA
c_5501_S5_143	14.8068	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_144	78.3479	149698	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5501_S5_145	8.2626	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_146	441.3059	12916	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	NA
c_5501_S5_147	20.4250	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_148	16.1955	936133	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus gilardii
c_5501_S5_149	35.5335	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_150	208.0316	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_151	20.9897	1224	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
c_5501_S5_152	14.0573	13687	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA
c_5501_S5_153	118.3996	286638	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia alkalitolerans
c_5501_S5_154	220.4873	1224	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
c_5501_S5_155	38.5416	2079199	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. Mn16-1_5
c_5501_S5_156	38.5644	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_157	166.3891	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_158	102.1982	149698	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5501_S5_159	10.5235	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_160	137.4895	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_161	15.5000	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_162	16.5382	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_163	22.9619	2079199	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. Mn16-1_5
c_5501_S5_164	36.9803	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_165	15.3320	273677	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium oleivorans
c_5501_S5_166	338.2807	1224	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
c_5501_S5_167	29.1462	41297	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA
c_5501_S5_168	15.8483	2497863	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacterium sp. 17J80-10
c_5501_S5_169	22.2583	2728846	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. RP-1-19
c_5501_S5_170	13.2834	306	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp.
c_5501_S5_171	21.0763	2079199	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. Mn16-1_5
c_5501_S5_172	198.1317	149698	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5501_S5_173	14.6109	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_174	128.4010	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_175	102.0074	75	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	NA
c_5501_S5_176	14.9693	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_177	55.6156	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_178	13.8460	106589	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	NA
c_5501_S5_179	153.9185	149698	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5501_S5_180	16.4134	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_181	247.1567	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_182	6.3078	2512131	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. BK235
c_5501_S5_183	20.0117	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_184	225.4086	75682	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	NA	NA
c_5501_S5_185	14.8179	103796	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae
c_5501_S5_186	22.1689	13687	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA
c_5501_S5_187	25.7260	1502852	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. LC238
c_5501_S5_188	29.8264	2675748	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia sp. 1N
c_5501_S5_189	15.4888	1871070	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	NA	Oxalobacteraceae bacterium
c_5501_S5_190	15.4922	40324	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas maltophilia
c_5501_S5_191	84.3288	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_192	20.1888	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_193	18.9295	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_194	14.6899	2	Bacteria	NA	NA	NA	NA	NA	NA
c_5501_S5_195	30.0148	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_196	12.8205	106589	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	NA
c_5501_S5_197	105.1054	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_198	22.7115	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_199	70.6020	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_200	22.1610	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_201	78.5878	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_202	21.6578	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_203	134.2325	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_204	20.5406	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_205	17.3315	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_206	235.5207	149698	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5501_S5_207	21.9684	2079199	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. Mn16-1_5
c_5501_S5_208	101.5572	149698	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5501_S5_209	93.8185	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_210	140.6098	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_211	20.6190	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_212	47.8457	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_213	26.9615	75682	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	NA	NA
c_5501_S5_214	16.4055	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_215	235.5126	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_216	23.5764	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_217	19.5630	273677	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium oleivorans
c_5501_S5_218	16.6809	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_219	160.2076	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_220	14.6227	106589	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	NA
c_5501_S5_221	28.5886	1224	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
c_5501_S5_222	20.5118	1871070	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	NA	Oxalobacteraceae bacterium
c_5501_S5_223	43.4360	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_224	184.6819	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_225	18.3609	33882	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	NA
c_5501_S5_226	11.3865	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_227	94.5146	286638	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia alkalitolerans
c_5501_S5_228	102.1063	75	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	NA
c_5501_S5_229	54.3867	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_230	74.1988	1502852	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. LC238
c_5501_S5_231	66.9449	286638	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia alkalitolerans
c_5501_S5_232	14.1196	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_233	45.9782	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_234	94.9275	75	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	NA
c_5501_S5_235	23.6246	273677	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium oleivorans
c_5501_S5_236	94.4715	149698	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5501_S5_237	25.3463	106589	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	NA
c_5501_S5_238	269.9852	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_239	176.9597	2609279	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5501_S5_240	19.6296	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_241	17.3081	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_242	103.5122	149698	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5501_S5_243	20.1757	95606	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	Sphingomonas-like bacterium B12
c_5501_S5_244	141.3762	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_245	16.9641	106589	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	NA
