contig_ID	coverage	taxid	domain	phylum	class	order	family	genus	species
c_5501_S5_17313	21.5208	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_17314	142.4493	2609279	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5501_S5_17315	229.7233	2653152	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. 9I
c_5501_S5_17316	9.5532	1871070	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	NA	Oxalobacteraceae bacterium
c_5501_S5_17317	27.8072	13687	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA
c_5501_S5_17318	24.0213	13687	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA
c_5501_S5_17319	29.7281	1736355	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium sp. Leaf371
c_5501_S5_17320	13.2810	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_17321	158.3084	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_17322	25.4331	80840	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	NA	NA
c_5501_S5_17323	26.5916	119060	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	NA	NA
c_5501_S5_17324	139.0377	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_17325	20.2386	364039	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Azohydromonas	Azohydromonas australica
c_5501_S5_17326	101.0903	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_17327	185.9030	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_17328	13.1621	106589	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	NA
c_5501_S5_17329	23.0194	2079199	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. Mn16-1_5
c_5501_S5_17330	12.3152	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_17331	183.6592	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_17332	100.1607	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_17333	305.5043	149698	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
