contig_ID	coverage	taxid	domain	phylum	class	order	family	genus	species
c_5501_S5_53	11.8239	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_54	14.5183	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_55	12.4602	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_56	7.1590	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_57	23.0728	13687	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA
c_5501_S5_58	17.6291	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_59	12.0455	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_60	71.9745	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_61	22.5446	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_62	99.6233	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_63	14.5355	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_64	11.0619	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_65	17.2103	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_66	33.4766	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_67	14.1196	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_68	14.4862	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_69	563.0424	12916	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	NA
c_5501_S5_70	104.0449	388739	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseobacter	Roseobacter sp. SK209-2-6
c_5501_S5_71	13.3612	1344552	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum	NA
c_5501_S5_72	17.1356	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_73	26.3871	2572881	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	Herbaspirillum sp. SJZ107
c_5501_S5_74	16.4739	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_75	107.6939	1549812	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. BSC265
c_5501_S5_76	125.2867	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_77	9.6243	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_78	8.7925	119060	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	NA	NA
c_5501_S5_79	198.6612	2609279	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5501_S5_80	10.6172	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_81	13.1749	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_82	63.5814	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_83	12.5073	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_84	8.3925	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_85	25.0521	131567	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_86	124.1766	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_87	6.8911	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_88	74.2900	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_89	116.0505	149698	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5501_S5_90	9.0755	41297	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA
c_5501_S5_91	30.8604	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_92	10.7246	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_93	13.3199	2653152	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. 9I
c_5501_S5_94	7.8852	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_95	14.9401	75682	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	NA	NA
c_5501_S5_96	13.5653	165695	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	NA
c_5501_S5_97	167.4693	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_98	25.2862	119060	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	NA	NA
c_5501_S5_99	68.5717	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_100	400.8175	12916	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	NA
c_5501_S5_101	269.2730	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_102	21.8486	33882	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	NA
c_5501_S5_103	26.5809	13687	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA
c_5501_S5_104	23.0651	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_105	12.8873	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_106	261.6508	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_107	98.4000	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_108	107.2544	149698	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5501_S5_109	192.9970	149698	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5501_S5_110	17.4594	80840	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	NA	NA
c_5501_S5_111	32.5734	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_112	68.3160	2609279	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5501_S5_113	21.1503	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_114	185.0872	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_115	201.1125	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_116	14.3369	106589	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	NA
c_5501_S5_117	414.0324	12916	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	NA
c_5501_S5_118	273.4313	12916	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	NA
c_5501_S5_119	16.2891	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_120	9.6583	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_121	131.2233	75682	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	NA	NA
c_5501_S5_122	17.7065	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_123	8.9645	306	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp.
c_5501_S5_124	533.2151	149698	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5501_S5_125	68.0565	287	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
c_5501_S5_126	134.5370	149698	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5501_S5_127	11.1638	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_128	13.0064	75682	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	NA	NA
c_5501_S5_129	9.4820	1895845	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium sp. 66-54
c_5501_S5_130	28.8891	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_131	60.4652	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_132	62.7962	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_133	8.0620	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_134	275.4971	1224	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
c_5501_S5_135	8.2197	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_136	34.8728	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_137	16.5081	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_138	270.9031	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_139	23.6055	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_140	18.6246	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_141	79.8941	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_142	8.9826	1224	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
c_5501_S5_143	20.7674	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_144	19.7121	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_145	5.6707	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_146	17.5931	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_147	10.7146	1882437	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp.
c_5501_S5_148	13.9469	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_149	18.7059	1224	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
c_5501_S5_150	14.3704	41297	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA
c_5501_S5_151	9.1917	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_152	142.0031	2609279	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5501_S5_153	14.5568	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_154	31.4815	75682	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	NA	NA
c_5501_S5_155	20.6062	80840	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	NA	NA
c_5501_S5_156	18.8881	1871070	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	NA	Oxalobacteraceae bacterium
c_5501_S5_157	19.9317	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_158	81.7914	149698	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5501_S5_159	8.3867	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_160	219.0456	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_161	13.7037	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_162	344.9152	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_163	12.6089	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_164	10.1294	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_165	28.9205	119060	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	NA	NA
c_5501_S5_166	166.5339	149698	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5501_S5_167	183.5006	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_168	32.7401	1224	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
c_5501_S5_169	29.7135	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_170	26.2886	149698	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5501_S5_171	14.0201	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_172	18.7059	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_173	7.5743	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_174	35.3390	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_175	17.7529	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_176	12.9716	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_177	18.1698	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_178	19.9630	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_179	23.4231	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_180	24.1167	149698	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5501_S5_181	16.1830	75682	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	NA	NA
c_5501_S5_182	5.9307	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_183	7.1343	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_184	25.5080	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_185	28.7065	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_186	14.6349	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_187	19.6468	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_188	7.8656	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_189	3.5868	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_190	8.1311	1344552	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum	NA
c_5501_S5_191	10.4092	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_192	6.3274	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_193	46.7895	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_194	7.1683	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_195	13.4954	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_196	41.7312	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_197	12.0752	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_198	23.8723	119060	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	NA	NA
c_5501_S5_199	9.3449	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_200	12.1363	95486	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia cenocepacia
c_5501_S5_201	8.5413	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_202	14.6457	119060	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	NA	NA
c_5501_S5_203	16.8806	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_204	4.3706	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_205	23.1844	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_206	207.6355	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_207	5.8427	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_208	23.1316	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_209	24.6252	306	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp.
c_5501_S5_210	14.3527	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_211	23.5898	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_212	19.4509	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_213	9.5788	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_214	15.9375	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_215	175.3987	1313	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae
c_5501_S5_216	18.8771	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_217	21.0737	1707785	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. WG5
c_5501_S5_218	9.8984	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_219	151.9428	2562153	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. ONC3
c_5501_S5_220	14.3341	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_221	246.3811	149698	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5501_S5_222	6.0476	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_223	106.9425	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_224	9.6344	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_225	122.4665	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_226	93.3000	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_227	23.2173	2609279	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5501_S5_228	134.3091	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_229	473.9798	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_230	20.5622	13687	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA
c_5501_S5_231	4.0564	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_232	7.1029	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_233	8.3352	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_234	20.6491	1224	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
c_5501_S5_235	11.3909	80840	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	NA	NA
c_5501_S5_236	10.3996	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_237	21.7896	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_238	194.7442	75682	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	NA	NA
c_5501_S5_239	22.4736	370959	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas mucosissima
c_5501_S5_240	16.7463	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_241	13.0699	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_242	15.5238	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_243	19.2830	364039	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Azohydromonas	Azohydromonas australica
c_5501_S5_244	37.2797	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_245	6.2848	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_246	169.8261	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_247	12.4875	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_248	14.6899	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_249	10.8672	41297	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA
c_5501_S5_250	59.2472	286638	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia alkalitolerans
c_5501_S5_251	11.6263	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_252	14.2885	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_253	17.9770	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_254	23.7337	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_255	181.2218	149698	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5501_S5_256	17.1603	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_257	228.1325	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_258	139.3115	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_259	18.9140	2653152	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. 9I
c_5501_S5_260	21.3597	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_261	25.0440	80840	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	NA	NA
c_5501_S5_262	15.7219	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_263	14.4721	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_264	33.9342	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_265	139.1388	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_266	19.5000	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_267	14.9087	28211	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
c_5501_S5_268	36.3250	319939	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas otitidis
c_5501_S5_269	468.9540	12916	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	NA
c_5501_S5_270	27.8114	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_271	22.0781	149698	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5501_S5_272	7.6513	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_273	136.3376	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_274	463.9032	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_275	27.5692	1224	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
c_5501_S5_276	223.5319	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_277	82.1545	286638	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia alkalitolerans
c_5501_S5_278	30.0793	NA	NA	NA	NA	NA	NA	NA	NA
c_5501_S5_279	5.4375	NA	NA	NA	NA	NA	NA	NA	NA
