contig_ID	coverage	taxid	domain	phylum	class	order	family	genus	species
c_5492_S3_1	6.7866	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_2	499.2763	149698	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5492_S3_3	11.1763	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_4	21.4599	1855283	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. JS21-1
c_5492_S3_5	10.7692	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_6	13.3740	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_7	19.2278	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_8	17.5175	13687	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA
c_5492_S3_9	3.8889	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_10	9.8075	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_11	47.4047	2172652	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter sp. 774
c_5492_S3_12	11.9637	33882	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	NA
c_5492_S3_13	4.5257	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_14	268.6182	149698	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5492_S3_15	17.6935	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_16	13.6018	1224	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
c_5492_S3_17	218.2752	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_18	26.6657	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_19	17.7899	2079199	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. Mn16-1_5
c_5492_S3_20	6.0841	106589	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	NA
c_5492_S3_21	12.9471	1224	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
c_5492_S3_22	6.0868	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_23	328.3219	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_24	7.4011	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_25	20.8491	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_26	10.7043	204457	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	NA	NA	NA
c_5492_S3_27	22.6202	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_28	4.1270	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_29	8.5550	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_30	8.4484	2066053	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. UMB0893
c_5492_S3_31	10.7636	1386	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
c_5492_S3_32	4.4379	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_33	8.5983	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_34	6.7762	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_35	5.1836	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_36	27.0559	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_37	13.0031	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_38	24.3238	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_39	6.2722	1385	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA	NA
c_5492_S3_40	12.4252	1822464	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	NA
c_5492_S3_41	18.1350	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_42	3.7278	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_43	14.5276	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_44	6.1790	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_45	11.6192	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_46	15.2922	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_47	51.9055	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_48	223.9099	149698	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5492_S3_49	355.9395	149698	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5492_S3_50	10.4485	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_51	12.7762	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_52	9.6454	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_53	6.4821	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_54	11.4438	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_55	9.2681	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_56	16.0170	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_57	6.6825	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_58	21.0985	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_59	16.3531	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_60	7.9943	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_61	6.8605	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_62	18.6818	2035208	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacterium sp. 64
c_5492_S3_63	13.5102	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_64	18.8277	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_65	7.3201	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_66	6.0767	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_67	8.9831	80840	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	NA	NA
c_5492_S3_68	15.8098	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_69	438.1609	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_70	10.9637	201096	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Alicycliphilus	NA
c_5492_S3_71	9.1467	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_72	4.0107	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_73	6.8060	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_74	158.6788	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_75	12.1318	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_76	574.8371	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_77	321.8588	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_78	230.0294	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_79	13.5383	13687	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA
c_5492_S3_80	9.2101	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_81	12.1970	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_82	319.4575	2609279	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5492_S3_83	6.8516	41297	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA
c_5492_S3_84	163.1507	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_85	30.5052	56	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Sorangium	Sorangium cellulosum
c_5492_S3_86	88.5340	312063	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Azohydromonas	NA
c_5492_S3_87	6.3736	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_88	4.8321	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_89	398.2334	1224	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
c_5492_S3_90	12.7094	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_91	306.4897	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_92	3.0978	1386	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
c_5492_S3_93	172.8620	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_94	6.6215	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_95	8.2661	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_96	13.9566	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_97	8.4048	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_98	12.3885	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_99	9.7756	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_100	17.9876	2026729	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	NA	Cytophagaceae bacterium
c_5492_S3_101	8.1081	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_102	107.1863	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_103	293.3393	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_104	8.2585	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_105	13.4481	1386	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
c_5492_S3_106	365.2762	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_107	6.9618	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_108	9.7308	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_109	8.3085	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_110	7.6627	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_111	8.2066	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_112	36.1704	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_113	6.2112	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_114	9.8202	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_115	19.6114	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_116	61.3229	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_117	8.2338	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_118	7.3861	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_119	13.6793	2609279	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5492_S3_120	13.6548	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_121	7.4354	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_122	7.3067	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_123	16.9329	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_124	4.8418	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_125	10.4814	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_126	6.8981	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_127	10.2766	2588497	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum	Noviherbaspirillum sp. 122213-3
c_5492_S3_128	5.2478	41297	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA
c_5492_S3_129	16.9576	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_130	12.9125	106589	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	NA
c_5492_S3_131	9.2703	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_132	14.5632	82541	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus gilardii
c_5492_S3_133	455.8470	1977087	Bacteria	Proteobacteria	NA	NA	NA	NA	Proteobacteria bacterium
c_5492_S3_134	6.7864	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_135	14.8939	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_136	7.5728	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_137	6.3622	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_138	7.7775	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_139	90.9120	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_140	108.2861	312063	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Azohydromonas	NA
c_5492_S3_141	347.9566	2609279	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5492_S3_142	5.9470	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_143	8.4882	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_144	259.7639	1926873	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	NA	Xanthomonadaceae bacterium
c_5492_S3_145	147.6772	1144315	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	Variovorax sp. CF313
c_5492_S3_146	10.9349	1386	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
c_5492_S3_147	5.0778	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_148	9.5822	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_149	12.4322	1386	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
c_5492_S3_150	8.7618	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_151	10.9338	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_152	9.6875	1386	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
c_5492_S3_153	6.1162	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_154	91.1328	364039	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Azohydromonas	Azohydromonas australica
c_5492_S3_155	5.8219	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_156	164.2409	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_157	8.5921	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_158	12.6208	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_159	10.4659	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_160	9.6344	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_161	178.6300	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_162	188.8390	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_163	11.8237	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_164	9.5294	611301	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas citri
c_5492_S3_165	12.5561	1385	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA	NA
c_5492_S3_166	8.3566	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_167	152.0817	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_168	208.8717	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_169	8.5543	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_170	7.4503	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_171	272.0759	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_172	9.4985	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_173	33.2657	312063	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Azohydromonas	NA
c_5492_S3_174	163.3043	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_175	11.8326	200120	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosospira	Nitrosospira sp. Nl5
c_5492_S3_176	467.4346	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_177	18.4278	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_178	163.7009	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_179	6.0521	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_180	17.4603	2079199	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. Mn16-1_5
c_5492_S3_181	12.6404	82541	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus gilardii
c_5492_S3_182	9.3944	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_183	10.3632	201174	Bacteria	Actinobacteria	NA	NA	NA	NA	NA
c_5492_S3_184	8.7859	2066053	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. UMB0893
c_5492_S3_185	66.3468	364039	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Azohydromonas	Azohydromonas australica
c_5492_S3_186	167.7671	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_187	4.8355	1796606	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus nantongensis
c_5492_S3_188	40.5857	2590212	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Azohydromonas	Azohydromonas sp. 13393
c_5492_S3_189	23.9276	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_190	31.9564	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_191	5.9506	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_192	8.8861	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_193	5.4244	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_194	57.4914	364039	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Azohydromonas	Azohydromonas australica
c_5492_S3_195	14.3313	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_196	286.1719	1224	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
c_5492_S3_197	13.2262	28450	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei
c_5492_S3_198	9.1276	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_199	5.9709	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_200	5.7468	1386	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
c_5492_S3_201	16.0126	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_202	4.8433	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_203	121.5671	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_204	9.9024	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_205	15.9636	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_206	12.5293	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_207	4.2454	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_208	12.0734	1913989	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	Gammaproteobacteria bacterium
c_5492_S3_209	434.0134	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_210	31.4533	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_211	12.2904	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_212	11.4810	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_213	17.2781	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_214	5.0601	28211	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
c_5492_S3_215	400.3700	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_216	6.1206	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_217	8.5240	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_218	13.0268	1871070	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	NA	Oxalobacteraceae bacterium
c_5492_S3_219	7.7375	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_220	24.0327	74940	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	Oncorhynchus tshawytscha
c_5492_S3_221	16.8101	1502852	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. LC238
c_5492_S3_222	22.2202	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_223	26.2643	2	Bacteria	NA	NA	NA	NA	NA	NA
c_5492_S3_224	9.2004	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_225	11.1030	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_226	7.6312	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_227	7.5918	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_228	7.8634	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_229	15.1678	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_230	207.1823	2653152	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. 9I
c_5492_S3_231	13.3731	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_232	20.9274	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_233	4.9452	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_234	14.8059	196159	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA
c_5492_S3_235	768.4916	1224	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
c_5492_S3_236	7.9156	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_237	7.3829	1386	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
c_5492_S3_238	264.2145	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_239	104.9626	186817	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA	NA
c_5492_S3_240	7.1749	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_241	9.6932	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_242	6.5878	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_243	236.2368	149698	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5492_S3_244	246.3178	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_245	12.6775	2609279	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5492_S3_246	9.6224	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_247	21.1404	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_248	10.1018	2066053	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. UMB0893
c_5492_S3_249	3.8866	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_250	14.0639	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_251	8.5000	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_252	7.1633	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_253	11.1476	1907311	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacterium sp. TND4EL3
c_5492_S3_254	4.9012	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_255	40.8259	2633235	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	Methylibium	NA
c_5492_S3_256	16.1359	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_257	15.0791	1	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_258	139.3067	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_259	8.7956	2018661	Eukaryota	Nematoda	Chromadorea	Rhabditida	Rhabditidae	Diploscapter	Diploscapter pachys
c_5492_S3_260	7.7825	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_261	11.6962	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_262	15.9071	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_263	6.5480	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_264	26.6000	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_265	8.1255	13687	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA
c_5492_S3_266	6.3433	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_267	10.5333	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_268	68.1548	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_269	7.7829	2	Bacteria	NA	NA	NA	NA	NA	NA
c_5492_S3_270	9.7083	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_271	17.4940	186817	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA	NA
c_5492_S3_272	7.0130	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_273	8.5428	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_274	26.3941	32008	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	NA
c_5492_S3_275	51.5378	364039	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Azohydromonas	Azohydromonas australica
c_5492_S3_276	21.1330	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_277	8.3503	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_278	13.9741	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_279	10.0225	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_280	395.3849	1502852	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. LC238
c_5492_S3_281	11.7902	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_282	10.7978	75682	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	NA	NA
c_5492_S3_283	11.0524	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_284	6.4229	2066053	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. UMB0893
c_5492_S3_285	271.9041	2725995	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. ML15P13
c_5492_S3_286	5.8350	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_287	7.3951	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_288	17.7717	2079199	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. Mn16-1_5
c_5492_S3_289	62.1586	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_290	10.0631	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_291	6.0279	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_292	6.4717	NA	NA	NA	NA	NA	NA	NA	NA
